Name,Age,Height,Weight,Team,NOC,Games,Year,City,Medal,EventId,AthleteId,HOST_NOC
Christopher Kalec,24,165,70,Canada,CAN,2004 Summer,2004,Athina,NA,23,72,GRE
Bryan Nickson Lomas,14,154,47,Malaysia,MAS,2004 Summer,2004,Athina,NA,23,60,GRE
Andrey Sergeyevich Mamontov,23,170,67,Belarus,BLR,2004 Summer,2004,Athina,NA,23,35,GRE
Massimiliano Mazzucchi,23,170,62,Italy,ITA,2004 Summer,2004,Athina,NA,23,311,GRE
Heiko Meyer,27,160,57,Germany,GER,2004 Summer,2004,Athina,NA,23,188,GRE
Robert Frederick Newbery,25,174,70,Australia,AUS,2004 Summer,2004,Athina,NA,23,380,GRE
Rommel Agmed Pacheco Manrufo,18,167,65,Mexico,MEX,2004 Summer,2004,Athina,NA,23,389,GRE
Pak Yong-Ryong,23,166,60,North Korea,PRK,2004 Summer,2004,Athina,NA,23,344,GRE
Hugo Pellicer Parisi,20,173,68,Brazil,BRA,2004 Summer,2004,Athina,NA,23,200,GRE
Kyle Prandi,25,170,63,United States,USA,2004 Summer,2004,Athina,NA,23,283,GRE
Leon Roy Taylor,26,178,74,Great Britain,GBR,2004 Summer,2004,Athina,NA,23,289,GRE
Sotirios Trakas,17,170,62,Greece,GRE,2004 Summer,2004,Athina,NA,23,417,GRE
Juan Guillermo Urn Salazar,21,168,65,Colombia,COL,2004 Summer,2004,Athina,NA,23,252,GRE
Aleksandr Viktorovich Varlamov,25,169,67,Belarus,BLR,2004 Summer,2004,Athina,NA,23,21,GRE
Roman Mykhailovych Volodkov,30,175,68,Ukraine,UKR,2004 Summer,2004,Athina,NA,23,388,GRE
Peter Graham Waterfield,23,167,65,Great Britain,GBR,2004 Summer,2004,Athina,NA,23,354,GRE
Anton Serhiyovych Zakharov,18,176,74,Ukraine,UKR,2004 Summer,2004,Athina,NA,23,43,GRE
Gleb Sergeyevich Galperin,25,175,68,Russia,RUS,2008 Summer,2008,Beijing,Bronze,24,159,CHN
"Matthew John ""Matt"" Mitcham",20,174,67,Australia,AUS,2008 Summer,2008,Beijing,Gold,24,314,CHN
Zhou Luxin,20,158,48,China,CHN,2008 Summer,2008,Beijing,Silver,24,491,CHN
Jeinkler Ernesto Aguirre Manso,18,165,57,Cuba,CUB,2008 Summer,2008,Beijing,NA,24,217,CHN
David Alasdair Boudia,19,175,73,United States,USA,2008 Summer,2008,Beijing,NA,24,86,CHN
"Thomas Robert ""Tom"" Daley",14,177,74,Great Britain,GBR,2008 Summer,2008,Beijing,NA,24,436,CHN
Francesco Dell'Uomo,21,169,62,Italy,ITA,2008 Summer,2008,Beijing,NA,24,131,CHN
Cassius Ricardo Duran,29,174,73,Brazil,BRA,2008 Summer,2008,Beijing,NA,24,67,CHN
Rexel Ryan Fabriga,22,160,60,Philippines,PHI,2008 Summer,2008,Beijing,NA,24,366,CHN
Thomas Finchum,18,185,68,United States,USA,2008 Summer,2008,Beijing,NA,24,429,CHN
Jos Antonio Guerra Oliva,28,166,60,Cuba,CUB,2008 Summer,2008,Beijing,NA,24,243,CHN
Patrick Hausding,19,180,77,Germany,GER,2008 Summer,2008,Beijing,NA,24,347,CHN
Mathew Glen Helm,27,170,62,Australia,AUS,2008 Summer,2008,Beijing,NA,24,312,CHN
Huo Liang,18,155,50,China,CHN,2008 Summer,2008,Beijing,NA,24,202,CHN
Vadim Aleksandrovich Kaptur,21,174,67,Belarus,BLR,2008 Summer,2008,Beijing,NA,24,452,CHN
Kim Chon-Man,20,165,59,North Korea,PRK,2008 Summer,2008,Beijing,NA,24,274,CHN
Sascha Klein,22,173,71,Germany,GER,2008 Summer,2008,Beijing,NA,24,403,CHN
Bryan Nickson Lomas,18,154,47,Malaysia,MAS,2008 Summer,2008,Beijing,NA,24,60,CHN
Riley McCormick,16,172,66,Canada,CAN,2008 Summer,2008,Beijing,NA,24,375,CHN
Kostiantyn Serhiyovych Miliaiev,20,173,65,Ukraine,UKR,2008 Summer,2008,Beijing,NA,24,278,CHN
Rommel Agmed Pacheco Manrufo,22,167,65,Mexico,MEX,2008 Summer,2008,Beijing,NA,24,389,CHN
Hugo Pellicer Parisi,24,173,68,Brazil,BRA,2008 Summer,2008,Beijing,NA,24,200,CHN
Constantin Popovici,19,170,63,Romania,ROU,2008 Summer,2008,Beijing,NA,24,78,CHN
Reuben Daniel Ross,22,175,73,Canada,CAN,2008 Summer,2008,Beijing,NA,24,365,CHN
Germn Sal Snchez Snchez,16,165,50,Mexico,MEX,2008 Summer,2008,Beijing,NA,24,155,CHN
Juan Guillermo Urn Salazar,25,168,65,Colombia,COL,2008 Summer,2008,Beijing,NA,24,252,CHN
Aleksandr Viktorovich Varlamov,29,169,67,Belarus,BLR,2008 Summer,2008,Beijing,NA,24,21,CHN
Oleg Aleksandrovich Vikulov,21,160,56,Russia,RUS,2008 Summer,2008,Beijing,NA,24,335,CHN
Peter Graham Waterfield,27,167,65,Great Britain,GBR,2008 Summer,2008,Beijing,NA,24,354,CHN
Anton Serhiyovych Zakharov,22,176,74,Ukraine,UKR,2008 Summer,2008,Beijing,NA,24,43,CHN
"Thomas Robert ""Tom"" Daley",18,177,74,Great Britain,GBR,2012 Summer,2012,London,Bronze,25,436,GBR
David Alasdair Boudia,23,175,73,United States,USA,2012 Summer,2012,London,Gold,25,86,GBR
Qiu Bo,19,165,58,China,CHN,2012 Summer,2012,London,Silver,25,358,GBR
Jeinkler Ernesto Aguirre Manso,22,165,57,Cuba,CUB,2012 Summer,2012,London,NA,25,217,GBR
Oleksandr Igorovych Bondar,18,172,63,Ukraine,UKR,2012 Summer,2012,London,NA,25,337,GBR
Andrea Chiarabini,17,179,70,Italy,ITA,2012 Summer,2012,London,NA,25,32,GBR
"James ""Jimmy"" Connor",17,183,68,Australia,AUS,2012 Summer,2012,London,NA,25,211,GBR
Francesco Dell'Uomo,25,169,62,Italy,ITA,2012 Summer,2012,London,NA,25,131,GBR
Stefan Christofer Eskilsson,23,173,62,Sweden,SWE,2012 Summer,2012,London,NA,25,420,GBR
Gleb Sergeyevich Galperin,29,175,68,Russia,RUS,2012 Summer,2012,London,NA,25,159,GBR
Ivn Alejandro Garca Navarro,18,165,55,Mexico,MEX,2012 Summer,2012,London,NA,25,207,GBR
Amund Nordal Gismervik,21,183,NA,Norway,NOR,2012 Summer,2012,London,NA,25,29,GBR
Timofey Dmitriyevich Gordeychik,26,171,63,Belarus,BLR,2012 Summer,2012,London,NA,25,439,GBR
Jos Antonio Guerra Oliva,32,166,60,Cuba,CUB,2012 Summer,2012,London,NA,25,243,GBR
Vadim Aleksandrovich Kaptur,25,174,67,Belarus,BLR,2012 Summer,2012,London,NA,25,452,GBR
Sascha Klein,26,173,71,Germany,GER,2012 Summer,2012,London,NA,25,403,GBR
Lin Yue,21,163,53,China,CHN,2012 Summer,2012,London,NA,25,292,GBR
Bryan Nickson Lomas,22,154,47,Malaysia,MAS,2012 Summer,2012,London,NA,25,60,GBR
Riley McCormick,20,172,66,Canada,CAN,2012 Summer,2012,London,NA,25,375,GBR
"Nicholas Montgomery ""Nick"" McCrory",20,178,74,United States,USA,2012 Summer,2012,London,NA,25,332,GBR
Viktor Eduardovich Minibayev,21,173,63,Russia,RUS,2012 Summer,2012,London,NA,25,455,GBR
"Matthew John ""Matt"" Mitcham",24,174,67,Australia,AUS,2012 Summer,2012,London,NA,25,314,GBR
Vctor Hugo Ortega Serna,24,172,67,Colombia,COL,2012 Summer,2012,London,NA,25,454,GBR
Hugo Pellicer Parisi,27,173,68,Brazil,BRA,2012 Summer,2012,London,NA,25,200,GBR
Park Ji-Ho,20,165,59,South Korea,KOR,2012 Summer,2012,London,NA,25,345,GBR
Ri Hyun-Ju,16,155,45,North Korea,PRK,2012 Summer,2012,London,NA,25,374,GBR
Germn Sal Snchez Snchez,20,165,50,Mexico,MEX,2012 Summer,2012,London,NA,25,155,GBR
Eric Sehn,27,175,70,Canada,CAN,2012 Summer,2012,London,NA,25,114,GBR
Sebastin Villa Castaeda,20,164,54,Colombia,COL,2012 Summer,2012,London,NA,25,407,GBR
Peter Graham Waterfield,31,167,65,Great Britain,GBR,2012 Summer,2012,London,NA,25,354,GBR
Martin Wolfram,20,164,55,Germany,GER,2012 Summer,2012,London,NA,25,308,GBR
Anton Serhiyovych Zakharov,26,176,74,Ukraine,UKR,2012 Summer,2012,London,NA,25,43,GBR
David Alasdair Boudia,27,175,73,United States,USA,2016 Summer,2016,Rio de Janeiro,Bronze,26,86,BRA
Chen Aisen,20,168,60,China,CHN,2016 Summer,2016,Rio de Janeiro,Gold,26,69,BRA
Germn Sal Snchez Snchez,24,165,50,Mexico,MEX,2016 Summer,2016,Rio de Janeiro,Silver,26,155,BRA
Benjamin Auffret,21,166,54,France,FRA,2016 Summer,2016,Rio de Janeiro,NA,26,52,BRA
Domonic Bedggood,21,163,64,Australia,AUS,2016 Summer,2016,Rio de Janeiro,NA,26,100,BRA
Maxim Bouchard,25,174,71,Canada,CAN,2016 Summer,2016,Rio de Janeiro,NA,26,315,BRA
"James ""Jimmy"" Connor",21,183,68,Australia,AUS,2016 Summer,2016,Rio de Janeiro,NA,26,211,BRA
"Thomas Robert ""Tom"" Daley",22,177,74,Great Britain,GBR,2016 Summer,2016,Rio de Janeiro,NA,26,436,BRA
Ivn Alejandro Garca Navarro,22,165,55,Mexico,MEX,2016 Summer,2016,Rio de Janeiro,NA,26,207,BRA
Steele Alexander Johnson,20,188,80,United States,USA,2016 Summer,2016,Rio de Janeiro,NA,26,419,BRA
Vadim Aleksandrovich Kaptur,29,174,67,Belarus,BLR,2016 Summer,2016,Rio de Janeiro,NA,26,452,BRA
Sascha Klein,30,173,71,Germany,GER,2016 Summer,2016,Rio de Janeiro,NA,26,403,BRA
Yevgeny Aleksandrovich Korolyov,25,169,69,Belarus,BLR,2016 Summer,2016,Rio de Janeiro,NA,26,484,BRA
Jess Ricardo Liranzo Gratero,20,174,60,Venezuela,VEN,2016 Summer,2016,Rio de Janeiro,NA,26,224,BRA
Viktor Eduardovich Minibayev,25,173,63,Russia,RUS,2016 Summer,2016,Rio de Janeiro,NA,26,455,BRA
Mohab Mohymen Ishak El-Kordy,19,172,68,Egypt,EGY,2016 Summer,2016,Rio de Janeiro,NA,26,324,BRA
Ooi Tze Liang,22,170,68,Malaysia,MAS,2016 Summer,2016,Rio de Janeiro,NA,26,339,BRA
Vctor Hugo Ortega Serna,28,172,67,Colombia,COL,2016 Summer,2016,Rio de Janeiro,NA,26,454,BRA
Robert Alexis Pez Rodrguez,22,160,60,Venezuela,VEN,2016 Summer,2016,Rio de Janeiro,NA,26,376,BRA
Hugo Pellicer Parisi,32,173,68,Brazil,BRA,2016 Summer,2016,Rio de Janeiro,NA,26,200,BRA
Qiu Bo,23,165,58,China,CHN,2016 Summer,2016,Rio de Janeiro,NA,26,358,BRA
Rafael Roberto Quintero Daz,22,180,68,Puerto Rico,PUR,2016 Summer,2016,Rio de Janeiro,NA,26,361,BRA
Vincent Riendeau,19,178,68,Canada,CAN,2016 Summer,2016,Rio de Janeiro,NA,26,458,BRA
Nikita Dmitriyevich Shleykher,18,168,66,Russia,RUS,2016 Summer,2016,Rio de Janeiro,NA,26,333,BRA
Maicol Verzotto,28,172,68,Italy,ITA,2016 Summer,2016,Rio de Janeiro,NA,26,304,BRA
Sebastin Villa Castaeda,24,164,54,Colombia,COL,2016 Summer,2016,Rio de Janeiro,NA,26,407,BRA
Martin Wolfram,24,164,55,Germany,GER,2016 Summer,2016,Rio de Janeiro,NA,26,308,BRA
Woo Ha-Ram,18,168,58,South Korea,KOR,2016 Summer,2016,Rio de Janeiro,NA,26,480,BRA
